startup_id,name,website,city,country,region,primary_industry,industry_tags,industry_raw,description,founded_year,funding_usd,funding_raw,revenue_usd,revenue_raw,funding_stage,last_round_raw,team_size_min,team_size_max,team_size_category,team_size_raw,founders_list,investors_list
S1517,Metricool,https://metricool.com/,Madrid,Spain,Europe,AI/ML,AI/ML,Analytics,"Everything you need in one dashboard. Less chaos, more control. Metricool brings together everything you need to manage your social media without wasting time.",2015.0,5000000.0,$5M,,,,—,,,,,,
S1518,Orbio,https://orbio.work/,Madrid,Spain,Europe,AI/ML,AI/ML,AI,"Orbio is your AI-powered HR team. Automate hiring, improve match quality, engage talent across channels, and understand your organization.",2025.0,6400000.0,$6.4M,,,Seed,Seed,,,,,,2100 Ventures
S1519,Globeducate,https://www.globeducate.com/,Madrid,Spain,Europe,EdTech,EdTech,Education,"Globeducate is one of the world´s leading K12 education groups with 65+ premium bilingual and international schools, and online programmes, in 11 countries, ...",1972.0,1300000000.0,$1.3B,,,Secondary Market,Secondary Market,,,,,,
S1520,Cabify,https://cabify.com/,Madrid,Spain,Europe,EV/Mobility,EV/Mobility,Logistics,"Cabify is a platform to facilitate the transport of people and objects. The company operates in Spain and Latin America (Colombia, Peru, Argentina, Chile and ...",2011.0,600600000.0,$600.6M,,,Debt Financing,Debt Financing,,,,Juan and Roberto,,IDB Invest
S1521,Shakers,https://shakersworks.com/,Madrid,Spain,Europe,SaaS/Software,SaaS/Software,Enterprise,"Before co-founding Shakers, Jaime worked as a freelance advisor, helping over 20startupsand scaleups build predictable revenue engines and go-to-market strategies. He holds a Bachelor of Business Administration from Universidad Carlos III de Madrid. Adrián de Pedro is co-founder and CPO...",2021.0,21800000.0,$21.8M,,,Series A,Series A,,,,,,
S1522,Solfy,https://solfy.net/,Madrid,Spain,Europe,CleanTech/Energy,CleanTech/Energy,Energy,"Solfy is a Marketplace for self-consumption of solar energy. It aims to revolutionize the current energy model, offering each person and company the ...",2022.0,5400000.0,$5.4M,,,Seed,Seed,,,,,,
S1523,Clikalia,https://clikalia.es/,Madrid,Spain,Europe,E-Commerce/Retail,E-Commerce/Retail,Retail,"Madrid, Community of Madrid88,928 followers The home you want About us Clikaliais a proptechcompanythat is transforming real estate with an innovative, transparent, and sustainable approach.",2017.0,1100000000.0,$1.1B,,,Debt Financing,Debt Financing,,,,,,Endeavor Catalyst
S1524,Rauda AI,https://www.rauda.ai/,Madrid,Spain,Europe,AI/ML,AI/ML,AI,"Complete actions like order modifications, refunds, and account updates without human intervention. Know more about Rauda AI agents.. Quality interactions ...",2024.0,3200000.0,$3.2M,,,Seed,Seed,18.0,18.0,11-50,18 employees,,Demium Capital
S1525,Embat,https://www.embat.io/,Madrid,Spain,Europe,Fintech,Fintech,Fintech,"Embat| 12,296 followers on Linked In. Empower your finance team with a cutting-edge treasury management platform. |Embatis a European fintechcompanywith a presence in Spain, the UK, and ...",2021.0,21200000.0,$21.2M,14700000.0,$14.7M,Series A,Series A,,,,Carlos and Antonio,Antonio Berga | Carlos Serrano Garc,4Founders Capital
S1526,Depet,https://www.depet.es/,Madrid,Spain,Europe,SaaS/Software,SaaS/Software,Enterprise,Depetis apet services platform that offers professional pet funeral services with delicate and respectful treatment for pets.,2024.0,9400000.0,$9.4M,,,Seed,Seed,,,,,,
S1527,HaloTech Digital Services,https://halotechs.com/,Madrid,Spain,Europe,SaaS/Software,SaaS/Software,Infrastructure,"Spanish techstartup Halo Tech Digital ServicesSL has announced the closing of a €10 million funding round at a €100 million pre-money valuation to industrialise its HALO devices, expand the Halo Tech AI platform, and consolidate its presence in key new markets such as the US, LATAM, an...",2023.0,10000000.0,$10M,,,Seed,Seed,,,,,,
S1528,Room00 Group,https://room00group.com/,Madrid,Spain,Europe,Other,Other,Travel,"13 May 2025—Room00 Group, a Spanish urban lifestyle hospitality platform, announced today it has received a strategic investment of up to €400 million from King Street ...",2012.0,400000000.0,$400M,,,Private Equity,Private Equity,,,,,,King Street Capital
S1529,OrbitalAds,https://orbitalads.com/,Madrid,Spain,Europe,AI/ML,AI/ML,AI,Orbital Ads is the ultimate SaaS solution that saves time and money on the keyword management process of your Google Search campaigns.,2016.0,4900000.0,$4.9M,,,Seed,Seed,,,,,,
S1530,ZKX,https://zkx.fi/,Madrid,Spain,Europe,Fintech,Fintech,Crypto,"IntroducingZKX— The first permissionless swap protocol on Stark Net After months of building in stealth, we're excited to introduceZKX! Who are weZKXis a permissionless protocol for derivatives built on Stark Net, with a decentralized order book and a unique way to offer complex financial instrumen....",2021.0,12100000.0,$12.1M,,,Seed,Seed,5.0,5.0,1-10,5 employees,Vitaly Yakovlev Twitter,
S1531,Argilla,https://argilla.io/,Madrid,Spain,Europe,AI/ML,AI/ML,AI,"Argillais a seedcompanybased in Madrid(Spain), founded in 2017 by Francis Aranda Montes. It operates as a Provider of AI and cloud-based open-source platform for data-centric NLP.Argillahas raised $6.95M in funding from Caixa Capital Risc and Zetta Venture Partners.ArgillaFAQs When w...",2017.0,7200000.0,$7.2M,,,Seed,Seed,,,,,,
S1532,EGoGames,https://www.egogames.com/,Madrid,Spain,Europe,Media/Entertainment,Media/Entertainment,Gaming,"21 Jan 2026—e GoGames is a series A company based in Madrid (Spain), founded in 1999 by Alejandro Saez Novales and Baldomero Sanchez Granadino.",2017.0,8000000.0,$8M,,,Series A,Series A,,,,,,
S1533,Mitsubishi Electric,https://www.mitsubishielectric.com/,Madrid,Spain,Europe,Robotics/Hardware,Robotics/Hardware,Hardware,"A page about Mitsubishi Electric Europe B.V - Spanish Branch, in the Mitsubishi Electric's website ... Empresarial San Fernando, Madrid, Spain. Phone: (+34) ...",1921.0,,—,40000000.0,$40M,,—,,,,,,
S1534,IENAI SPACE,https://ienai.space/,Madrid,Spain,Europe,EV/Mobility,EV/Mobility,Mobility,"IENAI's ATHENA™ is a highly compact electric propulsion family based on our proprietary electrospray technology, uniquely engineered to meet the challenges of propelling your spacecraft, further, for longer.",2019.0,4600000.0,$4.6M,,,Seed,Seed,,,,,,
S1535,Fuell,https://getfuell.com/,Madrid,Spain,Europe,Fintech,Fintech,Fintech,"Founded in 2019 by Eduardo Ortiz de Lanzagorta Gonzalez, Fuell has 23 employees based in Madrid, Spain ... startup Fuell to further empower employees | EU- ...",2019.0,2600000.0,$2.6M,,,Pre-Seed,Pre-Seed,,,,,,
S1536,Life5,https://life5.es/,Madrid,Spain,Europe,Fintech,Fintech,InsurTech,Life5 is the insurance company that breaks with the stereotype of traditional insurance companies. We are convinced that by protecting what ...,2021.0,17000000.0,$17M,,,Series A,Series A,5.0,5.0,1-10,5 employees,,Athletico Ventures.
S1537,Wetaca,http://wetaca.com/,Madrid,Spain,Europe,EV/Mobility,EV/Mobility,Logistics,"Wetaca is a food company that allows clients to eat well and effortless everyday with enjoyable, healthy, and varied chef-made meals delivered once a week.",2015.0,4900000.0,$4.9M,1000000.0,$1M,Venture Round,Venture Round,,,,,,
S1538,Foliume,https://www.foliume.com/,Madrid,Spain,Europe,AI/ML,AI/ML,AI,Insurtech startup Foliumeraises $1 million in seed funding to transform insurance distribution through AI-powered tools for brokers and insurers.,2021.0,1300000.0,$1.3M,,,Seed,Seed,,,,,,
S1539,asistensi,https://asistensi.com/,Madrid,Spain,Europe,Fintech,Fintech,Fintech,"Thecompanyoffers telemedicine, home medical care, ambulance transfers, clinical laboratory tests, and emergency hospitalization and surgery coverage. Asistensi primarily serves migrants, enabling them to care for their family's health in their home countries from afar. It was founded in 2020 and ...",2020.0,14000000.0,$14M,,,Series A,Series A,200.0,200.0,51-250,200 employees,Grupo Venemergencia,
S1540,The Wise Seeker,https://thewiseseeker.com/,Madrid,Spain,Europe,SaaS/Software,SaaS/Software,Enterprise,"7 Mar 2026—The Wise Seeker is a funded company based in Madrid (Spain), founded in 2018 by José Antonio Ces, Juan Santesmases and Jose Antonio Ces ...",2018.0,10000000.0,$10M,,,Venture Round,Venture Round,,,,,,
S1541,AQUISGRÁN,https://aquisgran.es/,Madrid,Spain,Europe,Fintech,Fintech,Fintech,"AQUISGRÁN, financial asset securitization fund management services. Here you'll find information about their funding, investors and team.",2018.0,110000000.0,$110M,,,Debt Financing,Debt Financing,,,,,,
S1542,Hellotickets,https://www.hellotickets.com/,Madrid,Spain,Europe,E-Commerce/Retail,E-Commerce/Retail,Retail,"Hellotickets makes booking tours and activities worldwide easy and hassle-free. © Hello Ticket, SL. Company. About us Careers Affiliates Reviews Privacy Terms ...",2016.0,4099999.9999999995,$4.1M,,,Seed,Seed,68.0,68.0,51-250,68 employees,Jorge Díaz Largo,
S1543,Fertiberia,http://www.fertiberia.com/,Madrid,Spain,Europe,FoodTech/AgTech,FoodTech/AgTech,AgTech,"Fertiberia is a Spanish company in the chemical sector whose activity is focused on the production of fertilizers, ammonia and other derived products.",1995.0,79000000.0,$79M,439300000.0,$439.3M,Grant,Grant,,,,,,
S1544,Minitales.app,https://www.minitales.app/,Madrid,Spain,Europe,Other,Other,Other,"Minitales.app, the mobile app that allows children's stories (and audio stories) to be generated from scratch using AI.",2024.0,500000.0,$500k,,,Pre-Seed,Pre-Seed,,,,,,
S1545,TherapyChat,https://therapychat.com/,Madrid,Spain,Europe,Healthcare/Biotech,Healthcare/Biotech,Healthcare,"27 Jun 2025—Therapy Chat is an unfunded company based in Madrid (Spain), founded in 2001 by Daniel Colomar. It operates as a Provider of platform for online therapy ...",2016.0,11500000.0,$11.5M,,,Series A,Series A,,,,,,
S1546,Hamelyn,https://hamelyn.com/,Madrid,Spain,Europe,E-Commerce/Retail,E-Commerce/Retail,Retail,"Information on valuation, funding, cap tables, investors, and executives for Hamelyn. Use the Pitch Book Platform to explore the full profile.With the support of COREangels Barcelona,Hamelynis not just astartupto watch but a leader in the movement towards a more sustainable and efficient marketplac....",2020.0,3700000.0,$3.7M,,,Venture Round,Venture Round,,,,Federico and Valentín,,Inclimo
S1547,SamyRoad,http://www.samyroad.com/,Madrid,Spain,Europe,Media/Entertainment,Media/Entertainment,Marketing,"30 Jul 2018—The Spanish startup Samy Road, which created a technological platform that identifies profiles of influencers for major brands, has closed a financing round of ...",2013.0,18400000.0,$18.4M,,,Private Equity,Private Equity,,,,,,
S1548,Lyntia,http://www.lyntia.com/,Madrid,Spain,Europe,Robotics/Hardware,Robotics/Hardware,Hardware,"Lyntia was founded in 1998. Where is Lyntia headquartered? Lyntia is headquartered in Alcobendas, Spain. What is the size of Lyntia?",1998.0,175000000.0,$175M,,,Secondary Market,Secondary Market,,,,,,
S1549,Clevergy,https://clever.gy/,Madrid,Spain,Europe,CleanTech/Energy,CleanTech/Energy,Energy,"Madrid-based Climate Techstartup Clevergyhas raised €3.2 million to accelerate its international expansion after tripling its growth last year. The round was co-led by Racine² (managed by Serena and Makesense) and Axon Partners Group, with participation from Satgana, Wayra (Telefónica’...",2022.0,2000000.0,$2M,,,Seed,Seed,,,,"Beltran, Alvaro and Juan",Iker Marcaide,Rocket Internet.
S1550,Global Power Generation,https://www.globalpower-generation.com/,Madrid,Spain,Europe,CleanTech/Energy,CleanTech/Energy,Energy,"Global Power Generation was founded in 2014. Where is Global Power Generation headquartered? Global Power Generation is headquartered in Madrid, Spain. What ...",2014.0,1495000000.0,A$2.3B,,,Debt Financing,Debt Financing,,,,,,
S1551,Ninety Nine,https://www.ninetynine.com/,Madrid,Spain,Europe,E-Commerce/Retail,E-Commerce/Retail,Retail,"In 2024, Goguikian negotiated the sale of Ninety Nine Corporation.",2018.0,7200000.0,$7.2M,,,Seed,Seed,,,,,,
S1552,Floatech,https://www.floatech-intl.com/,Madrid,Spain,Europe,Robotics/Hardware,Robotics/Hardware,Manufacturing,"In a milestone for the Community of Madrid, the European Innovation Council selected Floatechto receive the funding as part of its Accelerator programme. IMDEA Materials Institute's first spin-off,Floatechopened its first silicon anode manufacturing plant in 2025 and plans to establish...",2021.0,2200000.0,$2.2M,,,Seed,Seed,,,,,,
S1553,Quasar Labs,https://www.quasar.fi/,Madrid,Spain,Europe,Fintech,Fintech,Crypto,"Specially Unity 3D & Mobile Apps, living in Spain, we can be very competitive for agencies in Europe and USA. Website: http://www.quasar-labs.com.",2022.0,11500000.0,$11.5M,,,Seed,Seed,,,,,,
S1554,Muppy,https://www.muppy.com/,Madrid,Spain,Europe,Real Estate/PropTech,Real Estate/PropTech,Real Estate,Find your next home with Muppy ; 1. Choose your new city and home Select your desired check in date and browse our cities and colivings. Choose your favorite(s)!.,2021.0,3300000.0,$3.3M,,,Seed,Seed,,,,,,
S1555,Sensia-Solutions,http://sensia-solutions.com/,Madrid,Spain,Europe,Robotics/Hardware,Robotics/Hardware,Hardware,"SENSIA is a leading manufacturer and developer of advanced infrared imaging solutions based in Madrid, Spain. ... http://www.sensia-solutions.com.",2008.0,20300000.0,$20.3M,,,Venture Round,Venture Round,,,,,,
S1556,Luda Partners,http://ludapartners.com/,Madrid,Spain,Europe,Media/Entertainment,Media/Entertainment,Media,"The value proposition of LUDA Partnershighlights a real demand in the market, showing that pharmacies across the country are ready to boost their digital presence through the use of technology and agreements signed by thecompanywith the main national and international laboratories an...",2017.0,14900000.0,$14.9M,,,Private Equity,Private Equity,,,,,Luis Mart,
S1557,eSave,https://esave.es/,Madrid,Spain,Europe,SaaS/Software,SaaS/Software,SaaS,"Atesave, we've been helping businesses take control of their energy and utility costs since 1999. With over 25 years of hands-on experience, we bring deep industry knowledge, sharp attention to detail, and a level of service that sets us apart in a market crowded with short-term advisors.",2018.0,4200000.0,$4.2M,,,Venture Round,Venture Round,,,,,,
S1558,Cuimo,https://www.cuimo.com/,Madrid,Spain,Europe,Fintech,Fintech,Fintech,"24 Jan 2026—The most recent competitors to raise funding was Mundimoto, which secured $8.49M in Jan, 2025. What does Cuimo do? Cüimo is a platform for ...",2020.0,900000.0,$900k,8400000.0,$8.4M,Venture Round,Venture Round,,,,,,
S1559,Forus,http://www.forus.es/,Madrid,Spain,Europe,E-Commerce/Retail,E-Commerce/Retail,Fashion,Forus Health is an Innovative Opthalmic Imaging manufacturer. We provide AI enabled advanced Retinal Imaging Solutions for Adult & Neonatal.,2010.0,17000000.0,$17M,,,Venture Round,Venture Round,,,,,,
S1560,Viterbit,https://viterbit.com/,Madrid,Spain,Europe,SaaS/Software,SaaS/Software,Enterprise,"Viterbit. Founded Year: 2018; Location: Madrid (Spain); Stage: Seed; Total Funding till date: $1.56M; Investors: Lanai, 4Founders Capital and 4 Others; Latest ...",2021.0,1600000.0,$1.6M,,,Seed,Seed,,,,,,4Founders Capital
S1561,Geoblink,http://www.geoblink.com/,Madrid,Spain,Europe,AI/ML,AI/ML,Data,"GeoblinkFAQs When was Geoblinkfounded?Geoblinkwas founded in 2015. Where is Geoblinkheadquartered?Geoblinkis headquartered in Madrid,Spain. What is the size of Geoblink?Geoblinkhas 60 total employees. What industry is Geoblinkin?Geoblink’s primary industry is Business/Productivity Software. Is Geobl...",2015.0,7300000.0,$7.3M,18600000.0,$18.6M,Series A,Series A,,,,,,
S1562,Invofox,https://o.parsers.vc/,Madrid,Spain,Europe,AI/ML,AI/ML,AI,"At Invofox, we're transforming the way businesses handle document processing. Our Intelligent Document Processing (IDP) platform automates ...",2015.0,500000.0,$500k,,,Pre-Seed,Pre-Seed,,,,,,
